@relation '1year-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT20)'

@attribute Attr1 numeric
@attribute Attr2 numeric
@attribute Attr3 numeric
@attribute Attr4 numeric
@attribute Attr5 numeric
@attribute Attr6 numeric
@attribute Attr7 numeric
@attribute Attr8 numeric
@attribute Attr9 numeric
@attribute Attr10 numeric
@attribute Attr11 numeric
@attribute Attr12 numeric
@attribute Attr13 numeric
@attribute Attr14 numeric
@attribute Attr15 numeric
@attribute Attr16 numeric
@attribute Attr17 numeric
@attribute Attr18 numeric
@attribute Attr19 numeric
@attribute Attr20 numeric
@attribute Attr21 numeric
@attribute Attr22 numeric
@attribute Attr23 numeric
@attribute Attr24 numeric
@attribute Attr25 numeric
@attribute Attr26 numeric
@attribute Attr27 numeric
@attribute Attr28 numeric
@attribute Attr29 numeric
@attribute Attr30 numeric
@attribute Attr31 numeric
@attribute Attr32 numeric
@attribute Attr33 numeric
@attribute Attr34 numeric
@attribute Attr35 numeric
@attribute Attr36 numeric
@attribute Attr37 numeric
@attribute Attr38 numeric
@attribute Attr39 numeric
@attribute Attr40 numeric
@attribute Attr41 numeric
@attribute Attr42 numeric
@attribute Attr43 numeric
@attribute Attr44 numeric
@attribute Attr45 numeric
@attribute Attr46 numeric
@attribute Attr47 numeric
@attribute Attr48 numeric
@attribute Attr49 numeric
@attribute Attr50 numeric
@attribute Attr51 numeric
@attribute Attr52 numeric
@attribute Attr53 numeric
@attribute Attr54 numeric
@attribute Attr55 numeric
@attribute Attr56 numeric
@attribute Attr57 numeric
@attribute Attr58 numeric
@attribute Attr59 numeric
@attribute Attr60 numeric
@attribute Attr61 numeric
@attribute Attr62 numeric
@attribute Attr63 numeric
@attribute Attr64 numeric
@attribute class {0,1}

@data
0.097146,0.16184,0.63375,4.9159,95.825,0.47838,0.13571,4.832,1.1425,0.78201,0.13571,0.83854,0.088316,0.13571,350.07,1.0427,6.1789,0.13571,0.071027,28.369,0.72968,0.21048,0.050844,0.61024,0.78201,0.80438,1.2585,3.1005,4.8908,0.080176,0.071027,35.322,10.334,1.3005,0.21048,1.9581,?,0.78201,0.11016,0.35548,0.02185,0.11016,140.99,112.62,0.65415,3.9983,32.412,0.17744,0.09287,4.9159,0.16184,0.096771,3.8258,3.8258,49285,0.12472,0.12423,0.87528,0,12.866,3.2409,30.916,11.806,9.3476,0
-0.13533,0.62331,0.073602,1.1181,-7.2114,0.08419,-0.16622,0.57978,0.91111,0.36138,-0.16622,-0.26667,-0.086904,-0.16622,-1713.9,-0.21296,1.6043,-0.16622,-0.10882,24.437,0.60351,-0.15206,-0.088596,0.097372,0.36138,-0.1634,-0.90705,0.24284,5.3958,0.40492,-0.10882,135.71,2.6896,-0.24396,-0.15206,1.5416,?,0.36138,-0.099555,0.01455,-0.17281,-0.099555,164.37,139.93,-1.3233,0.95402,22.265,-0.18554,-0.12147,1.1181,0.62331,0.3718,1.1923,1.1923,18309,-0.097568,-0.37447,1.0976,0,14.936,2.6084,148.95,2.4505,5.0397,0
0.74922,0.22323,0.40855,2.9345,44.282,0,0.92852,3.4797,3.0052,0.77677,0.95516,4.3967,0.33975,0.92852,79.801,4.5739,4.4797,0.92852,0.30897,20.22,1.5466,0.955,0.24931,?,0.76362,3.7706,35.85,1.0744,3.756,0.01215,0.31065,37.484,9.7374,9.2123,0.94879,3.0052,37.651,0.78881,0.31571,0.88645,0.0071036,0.31778,52.533,32.313,4.5004,2.1462,29.549,0.86251,0.287,2.7763,0.21119,0.1027,2.0427,2.0744,2329.4,0.31571,0.96453,0.69171,0.015498,18.052,11.296,25.65,14.23,7.9031,0
0.026219,0.76789,0.058369,1.1112,-43.47,0,0.026219,0.30228,1.9296,0.23211,0.045178,0.049928,0.03299,0.026219,4403,0.082899,1.3023,0.026219,0.013588,52.879,1.1179,0.035566,0.013588,?,0.23173,0.082899,1.876,0.14015,3.8896,0.38393,0.023413,98.771,3.6954,2.5272,-0.01103,1.9296,2.2586,0.3667,-0.0057163,0.067968,0.35061,0.018432,103.62,50.746,0.093792,0.57883,52.578,-0.0018717,-0.00097002,0.75989,0.52514,0.2706,0.5573,0.88044,452.64,-0.0057163,0.11296,0.98688,0.57981,6.9026,7.1926,99.335,3.6744,4.6329,0
0.070067,0.42752,0.11016,1.4018,-51.669,0.16499,0.089651,1.206,1.0531,0.51557,0.089651,0.32702,0.13549,0.089651,1161.7,0.3142,2.3391,0.089651,0.090425,86.448,1.2774,0.11239,0.070672,0.19762,0.51557,0.26839,1.1939,0.17891,4.1994,0.41604,0.090425,106.29,3.4341,0.2629,0.11239,1.0707,0.97462,0.66894,0.11337,0.06961,0.089485,0.11337,134.45,48.007,0.29839,0.54527,91.04,0.06772,0.068305,0.89891,0.27414,0.2912,0.83737,1.0865,1743.6,0.050431,0.1359,0.94957,0.29749,4.2222,7.6031,100.93,3.6165,1.6103,0
0.091954,0.33103,0.27551,1.9754,-2.3314,0,0.11073,2.0208,1.0733,0.66897,0.11964,0.39202,0.14001,0.11073,804.05,0.45395,3.0208,0.11073,0.10317,92.688,1.079,0.11297,0.085676,?,0.26522,0.39723,12.685,0.62328,4.3233,0.24534,0.11048,105.05,3.4744,2.9646,0.091895,1.0733,16.514,0.68625,0.08562,0.27181,0.072352,0.10525,163.64,70.957,0.33739,1.0105,101.37,0.073425,0.068412,1.6855,0.28246,0.28782,1.5134,1.5525,5800.2,0.08562,0.13746,0.90017,0.025836,3.9379,5.144,96.059,3.7997,2.4281,0
-0.0014045,0.4627,0.4398,1.9505,64.996,0,-0.0014045,1.1612,1.5763,0.5373,0.048722,-0.0030354,0.010287,-0.0014045,10415,0.035046,2.1612,-0.0014045,-0.000891,37.443,0.75789,0.038388,-0.000891,?,0.51842,0.035046,0.76582,4.5107,3.4229,0.26043,-0.000891,109.75,3.3258,3.3258,0.03746,1.5763,?,0.5373,0.023764,0.12023,0.27538,0.024353,196.1,158.65,-0.0086856,1.601,38.355,0.020767,0.013175,1.9505,0.4627,0.30068,5.5107,5.5107,1164.6,0.023764,-0.002614,1.0009,0,9.7481,2.3006,107.14,3.4068,16.167,0
0.11918,0.54247,0.40443,3.5586,0.44583,0,0.15557,0.84344,1.6783,0.45753,0.21431,0.98422,0.1046,0.15557,1127.9,0.32361,1.8434,0.15557,0.092698,87.575,1.0975,0.21357,0.071016,?,0.36079,0.25653,3.6362,0.9244,3.7925,0.26232,0.10401,40.001,9.1249,2.6588,0.23593,1.6783,0.44074,0.82017,0.14058,0.64675,0.077424,0.12726,100.1,12.527,0.29598,1.0111,101.9,0.1936,0.11536,1.0369,0.15807,0.10959,1.0458,1.8747,2508.4,0.14058,0.26049,0.90734,0.79258,4.1678,29.138,34.377,10.618,3.836,0
-0.041579,0.53838,0.049216,1.1253,-80.207,-0.013804,-0.040961,0.85743,1.0499,0.46162,-0.014273,-0.10429,0.0059641,-0.040961,31382,0.011631,1.8574,-0.040961,-0.039013,66.153,?,-0.014337,-0.039602,0,0.4362,0.010482,-0.53721,0.088196,4.753,0.4953,-0.024856,189.82,1.9467,1.4201,0.29471,1.0499,2.0875,0.58219,0.2807,0.089166,0.54571,-0.013655,141.47,75.322,-0.21851,0.64082,90.841,-0.06156,-0.058632,0.82094,0.39276,0.51369,0.82724,1.0433,1.1253,0.2807,-0.090073,0.74732,0.26118,5.5175,4.8458,136.54,2.6732,1.8815,0
0.15042,1.7579,0.92904,14.255,251.46,-1.0592,0.15042,-0.43114,0,-0.75789,0.21776,2.1462,?,0.15042,4265.5,0.08557,0.56886,0.15042,?,?,?,0.19324,?,?,-0.90878,0.08557,2.8697,1065.3,2.5203,?,?,19.234,18.977,0.75662,-1.33,0,0.59731,0.91483,?,2.0487,0.30323,?,?,?,?,14.255,0,0.19324,?,0.56837,0.070088,0.052696,-869.04,1049,307.87,?,-0.19848,0.90282,-2.2071,?,0,?,0,0,0
-0.034192,0.23343,0.76657,4.284,80.924,-0.23835,-0.034192,3.284,0.95632,0.76657,-0.033045,-0.14648,-0.035754,-0.034192,-2491.8,-0.14648,4.284,-0.034192,-0.035754,196.35,0.83323,-0.034734,-0.035754,?,0.66724,-0.14648,-30.3,?,2.7019,0.18885,-0.035754,84.919,4.2982,4.2982,-0.046996,0.95632,?,0.76657,-0.049143,0.34028,-0.22401,-0.036321,351.36,155.01,-0.066464,2.0802,187.15,-0.034734,-0.036321,4.284,0.23343,0.23266,?,?,385.85,-0.049143,-0.044603,1.0352,0,1.8589,2.3547,89.092,4.0969,?,0
0.17684,0.38526,0.61321,2.6675,145.97,0,0.21748,1.5956,1.336,0.61474,0.22667,0.59138,0.16578,0.21748,634.89,0.5749,2.5957,0.21748,0.16278,43.947,0.77635,0.22094,0.13236,?,0.47048,0.46943,24.016,32.195,2.987,-0.12727,0.16966,120.41,3.0314,2.8936,0.22124,1.336,?,0.61474,0.1656,1.5154,0.057089,0.16537,115.75,71.807,1.0993,2.2301,52.668,0.21692,0.16237,2.5462,0.36774,0.32988,32.275,32.275,595.13,0.1656,0.28766,0.83799,0,8.3055,5.083,100.47,3.6331,70.144,0
-0.14154,0.33537,-0.14302,0.51346,-198.04,-0.083231,-0.14154,1.9818,0.31475,0.66463,-0.10198,-0.48152,-0.40902,-0.14154,-950.84,-0.38387,2.9818,-0.14154,-0.44969,95.071,?,-0.10849,-0.44969,0,0.44867,-0.38387,-2.7424,-0.16844,3.5868,1.0295,-0.33325,249.79,1.4695,1.2879,-0.11477,0.31475,1.6644,0.70605,-0.36462,0.053022,-0.11682,-0.34469,156.95,61.881,-1.7265,0.23456,69.278,-0.1213,-0.38537,0.45004,0.29395,0.68052,0.78277,0.83156,0.51346,-0.36462,-0.21297,1.429,0.062329,3.8392,5.8984,340.87,1.0708,0.3707,0
0.0037956,0.7165,0.20042,1.2816,-27.464,0,0.0037956,0.39568,2.433,0.2835,0.023365,0.0053321,0.0044014,0.0037956,24421,0.014946,1.3957,0.0037956,0.00156,57.564,1.1004,0.0078932,0.00156,?,0.24755,0.014946,0.40334,2.2841,3.1433,0.29149,0.0079009,107.11,3.4078,3.3856,0.0072619,2.433,?,0.2835,0.0029847,0.01198,1.613,0.0032442,135.58,78.012,0.0098918,0.74251,57.736,0.00097999,0.00040279,1.2732,0.71183,0.29345,3.2309,3.2309,278.75,0.0029847,0.013388,0.99845,0,6.3408,4.6788,106.79,3.418,27.728,0
0.054337,0.52925,0.010811,1.021,-53.5,0.092529,0.077935,0.78415,1.094,0.41501,0.077935,0.1516,0.12917,0.077935,1209.5,0.30179,1.8895,0.077935,0.063028,47.71,1.5338,0.088579,0.043944,0.12677,0.41501,0.2572,0.7837,0.022755,4.2306,0.41124,0.063028,166.02,2.1986,0.16737,0.088579,1.2728,23.966,0.43017,0.071637,0.050093,0.10213,0.071637,147.34,99.633,0.33619,0.70664,52.194,0.0067948,0.0054951,0.99179,0.51409,0.45484,0.87352,0.90543,183.85,0.085918,0.13093,0.91408,0.036524,7.6505,3.6635,151.75,2.4052,2.6026,0
0.010234,0.30083,0.42647,3.0595,31.984,0,0.010234,2.3242,1.1131,0.69917,0.019248,0.049424,0.040869,0.010234,2413.6,0.15122,3.3242,0.010234,0.0091942,107.51,0.81127,0,0.0091942,?,0.69632,0.15122,0,1.1638,4.5001,0.25662,0.018388,69.56,5.2473,3.612,0.0015278,1.1131,40.384,0.70674,0.0013725,0.098373,0.28441,0,201.06,93.553,0.031215,1.4762,110.14,-0.035258,-0.031674,2.106,0.20707,0.19057,1.9079,1.9286,13489,0.023855,0.014638,0.99407,0.010826,3.3951,3.9015,67.9,5.3755,3.0375,0
0.015834,0.643,-0.12121,0.71357,-77.226,0,0.021209,0.55521,1.2225,0.357,0.053438,0.050118,0.10108,0.021209,1899.2,0.19218,1.5552,0.021209,0.017349,36.308,0.78666,0.049896,0.012952,?,0.34138,0.18382,1.5482,-0.17365,4.4459,0.52074,0.041452,123.25,2.9615,1.9491,-0.030756,1.2225,0.99728,0.53785,-0.025158,0.024718,0.14077,0.040815,87.034,50.726,0.1302,0.4262,35.417,-0.052468,-0.042919,0.46962,0.42318,0.33766,0.51144,0.77052,-3383.8,-0.025158,0.044352,0.98419,0.50658,10.053,7.1955,126.35,2.8889,1.7514,0
0.020903,0.68625,0.042745,1.0685,-139.86,0.07656,0.024673,0.44528,1.0531,0.30557,0.024673,0.039522,0.048199,0.024673,6460.3,0.056499,1.4572,0.024673,0.030671,150.9,1.1505,0.016836,0.025985,0.096405,0.30557,0.051005,0.22041,0.12837,4.5099,0.75855,0.030671,298.31,1.2236,0.024533,0.016836,0.86731,5.3969,0.36755,0.020929,0.12416,0.72931,0.020929,267.49,116.59,0.062855,0.53576,158.91,0.0027367,0.003402,0.97198,0.62428,0.81729,0.9177,1.1038,1382.9,0.050445,0.068406,0.94955,0.20281,2.4189,3.1307,283.26,1.2886,2.4159,0
1.8238,6.0574,-4.773,0.17322,-41.643,-10.552,1.8238,-0.83491,49.092,-5.0574,4.9762,0.31592,0.094765,1.8238,475.24,0.76803,0.16509,1.8238,0.037151,0,0.45274,4.976,0.037151,?,-5.2918,0.76803,1.5785,?,2.7269,0.12207,0.066112,47.785,7.6383,7.2797,4.9967,49.092,?,-5.0574,0.10178,0.011299,0.025872,0.10136,6.95,6.95,?,0.17322,0,2.1475,0.043744,0.16509,5.773,0.13092,?,?,-2545,0.10178,-0.36062,0.96445,0,?,52.518,42.922,8.5039,?,0
0.049359,0.14268,0.47207,8.704,154.63,0,0.0623,6.0087,0.75848,0.85732,0.062392,1.0167,0.18189,0.0623,377.5,0.9669,7.0087,0.0623,0.082138,55.632,1.0177,0.051851,0.065076,?,0.15069,0.8762,564.02,1.0116,3.8414,0.13797,0.082259,30.913,11.807,5.0707,0.034992,0.75848,?,0.85732,0.046134,1.8968,0.0373,0.068362,200.73,145.09,0.42696,6.8174,58.322,-0.023806,-0.031386,3.738,0.061276,0.084694,1.8372,1.8372,3276.1,0.046134,0.057574,0.92073,0,6.561,2.5156,29.487,12.378,1.6254,0
0.11454,0.3289,0.21741,1.661,-11.601,0.32281,0.154,2.0404,1.9443,0.6711,0.16821,0.46822,0.13591,0.154,454.3,0.80343,3.0404,0.154,0.079205,50.019,0.78195,0.16809,0.058909,?,0.43735,0.68345,11.828,0.4792,3.2712,0.13029,0.084462,66.452,5.4927,5.4927,0.13777,1.9443,?,0.6711,0.070856,0.24689,0.039389,0.086451,87.313,37.295,0.42988,0.85091,53.833,0.057838,0.029747,1.661,0.3289,0.18206,1.4792,1.4792,405.97,0.070856,0.17067,0.92202,0,7.2973,9.7869,61.744,5.9115,4.2856,0
-0.12175,0.21229,0.62228,4.1677,130.17,0,-0.12175,3.7104,1.5331,0.78771,-0.11585,-0.61975,-0.02256,-0.12175,-2240.4,-0.16292,4.7104,-0.12175,-0.079414,51.373,0.57305,0,-0.079414,?,0.73049,-0.16292,0,3.4328,3.0384,0.022259,-0.15883,62.107,5.8769,5.4382,0.0012176,1.5331,?,0.78771,0.00079421,1.0117,0.081189,0,147.61,96.233,-0.56422,3.0693,68.22,-0.087161,-0.056853,3.8566,0.19644,0.17016,4.3454,4.3454,679.74,0.24695,-0.15456,0.76459,0,7.1048,3.7929,46.77,7.8041,8.4573,0
0.080456,0.63041,0.34185,1.6365,-56.67,0,0.10369,0.58626,3.7283,0.36959,0.11261,0.19308,0.037815,0.10369,1632.1,0.22364,1.5863,0.10369,0.027812,88.189,0.99123,0.10607,0.02158,?,0.080458,0.18679,11.893,2.8225,2.8675,0.19092,0.030204,54.001,6.7591,5.758,0.098348,3.7283,-0.29394,0.44416,0.026379,-0.1393,0.14657,0.028451,93.367,5.1777,0.089316,-0.040817,90.579,0.068779,0.018448,1.3941,0.53704,0.14795,3.0516,3.6674,251.93,0.026379,0.21769,0.9723,0.20178,4.1388,70.495,52.577,6.9423,30.784,0
-0.14521,0.053488,0.68893,13.88,107.67,0.66483,-0.14521,17.696,1.6664,0.94651,0.041496,-2.7148,-0.049472,-0.14521,-236.82,-1.5413,18.696,-0.14521,-0.087142,31.366,0.71542,-0.13083,-0.087142,?,0.79094,-1.5413,-0.70071,2.6745,2.6654,-0.23449,-0.087142,10.557,34.573,34.573,-0.18284,1.6664,?,0.94651,-0.10973,8.5191,-0.026198,-0.07851,62.808,31.442,-1.014,11.203,28.265,-0.1936,-0.11618,13.88,0.053488,0.028924,3.6745,3.6745,318.85,-0.10973,-0.15342,1.0767,0,11.637,11.609,11.716,31.154,6.4692,0
0.23823,1.4038,-0.15733,0.85434,-82.512,-0.66719,0.23823,-0.28763,2.7148,-0.40377,0.26315,0.22056,0.10378,0.23823,1818.5,0.20071,0.71237,0.23823,0.087751,51.797,0.95334,0.24216,0.087751,?,-0.42897,0.20071,9.7177,-2.037,3.5986,0.46162,0.09693,159.36,2.2905,1.7623,0.24089,2.7148,2.0132,-0.13678,0.08873,0.15279,0.16378,0.089201,101.88,50.079,0.61836,0.49765,56.84,0.19863,0.073166,0.65735,1.0801,0.43659,-5.2276,-1.7709,-624.36,0.08873,-0.59001,0.91352,-0.66124,7.0468,7.2884,145.22,2.5135,35.149,0
0.090123,0.29446,0.51829,2.8355,91.581,0.33527,0.1131,1.8779,1.118,0.55296,0.1131,0.40053,0.094271,0.1131,874.8,0.41724,3.3961,0.1131,0.086781,61.557,0.68006,0.12464,0.069153,0.41989,0.55296,0.33922,1.0692,2.6001,4.5538,0.12961,0.086781,88.411,4.1284,0.42327,0.12464,1.3508,48.045,0.56505,0.095635,0.46028,0.072031,0.095635,187.84,126.28,0.41004,2.0571,68.819,0.11487,0.088144,2.7191,0.28237,0.24222,2.774,2.8346,18551,0.10552,0.16298,0.89448,0.021865,5.9295,2.8903,79.082,4.6155,6.5379,0
0.12517,0.63765,-0.32783,0.48587,-144.89,0,0.16465,0.56825,1.325,0.36235,0.16566,0.25821,0.13168,0.16465,1334,0.27361,1.5683,0.16465,0.12427,37.419,1.1609,0.15852,0.09447,?,0.35417,0.2117,156.71,-0.475,3.7862,0.40796,0.12503,199.15,1.8328,1.8328,0.15628,1.325,?,0.36235,0.11795,0.15662,0.12626,0.11964,57.835,20.416,0.9215,0.27285,42.423,0.1487,0.11223,0.48587,0.63765,0.54561,0.525,0.525,-2003.9,0.11795,0.34544,0.87679,0,9.7544,17.878,175.66,2.0779,1.9197,0
0.12788,0.13207,0.56875,5.3073,130.56,0.37185,0.15385,6.5386,1.1417,0.86355,0.15385,1.1652,0.19149,0.15385,233.08,1.566,7.5718,0.15385,0.14245,67.097,1.0294,0.14403,0.1184,0.46388,0.86355,1.3693,1.5226,1.9009,4.046,-0.13065,0.14245,50.95,7.1639,1.0906,0.14403,1.1221,19942,0.86357,0.13336,2.42,0.022041,0.13336,128.85,61.748,0.6441,3.8037,76.608,0.091064,0.084316,5.3063,0.13204,0.13959,2.8862,2.8863,6323.1,0.12415,0.14809,0.87585,2.9165e-005,5.4398,5.9111,44.624,8.1794,3.6097,0
0.16312,0.016945,0.90215,54.424,96.659,0,0.16312,58.014,1.2585,0.98305,0.16386,9.6594,0.14386,0.16312,34.164,10.684,59.014,0.16312,0.12961,177.45,0.68827,0.16109,0.12961,?,0.77606,10.684,217.79,11.143,4.359,-0.019455,0.12961,5.6195,64.953,64.729,0.16164,1.2585,?,0.98305,0.12844,2.4917,0.0031553,0.128,254.35,76.901,0.26661,18.193,203.6,0.14317,0.11376,54.236,0.016887,0.015396,12.142,12.142,20617,0.12844,0.16593,0.87073,0,2.057,4.7464,4.8977,74.525,15.544,0
0.029646,0.53867,0.00091393,1.0017,-15.66,0.083044,0.022617,0.82924,1.0074,0.44669,0.022617,0.042006,0.011389,0.022617,3939.4,0.092655,1.8564,0.022617,0.0051609,15.54,0.91485,0.026927,0.006765,0.06561,0.44669,0.1057,0.061899,0.001984,5.1644,0.1158,0.0051609,45.177,8.0794,0.049988,0.026927,4.3923,1464.5,0.44693,0.0061444,0.062361,0.32663,0.0061444,42.125,26.585,0.1589,0.65518,15.655,-0.00036635,-8.3598e-005,1.0012,0.53843,0.12377,0.96967,0.97019,133.44,0.0073463,0.06637,0.99265,0.00053926,23.488,13.73,44.845,8.1391,9.5132,0
-0.11085,0.21481,0.31376,2.4714,-37.162,-0.30163,-0.11033,3.6457,0.88313,0.78312,-0.11033,-0.51741,-0.088532,-0.11033,-924.17,-0.39495,4.6553,-0.11033,-0.11513,156.53,0.88068,-0.11395,-0.11568,-0.30077,0.78312,-0.39738,-1.0502,0.66334,4.0181,0.1912,-0.11513,71.727,5.0887,-0.5305,-0.11395,0.97984,73.77,0.7847,-0.11892,0.20524,-0.079832,-0.11892,184.06,27.528,-0.26974,0.54418,138.24,-0.13945,-0.14552,2.4533,0.21323,0.19651,1.6556,1.659,3271.3,-0.13233,-0.14155,1.1323,0.0020086,2.3318,13.259,81.219,4.494,2.0259,0
0.060538,0.33059,0.23598,1.7138,15.239,0.2826,0.076292,1.8569,1.0688,0.61388,0.076292,0.23078,0.08302,0.076292,1137.5,0.32089,3.0249,0.076292,0.059706,52.437,1.015,0.071638,0.047377,0.30956,0.61388,0.27323,0.59924,0.54443,4.5515,0.11162,0.059706,100.93,3.6162,0.2167,0.071638,1.2882,?,0.61388,0.056064,0.57783,0.10716,0.056064,107.27,54.836,0.32978,1.1585,56.047,0.041848,0.03275,1.7138,0.33059,0.27653,1.4163,1.4163,8401.3,0.064415,0.098615,0.93559,0,6.9607,6.6562,94.432,3.8652,2.9481,0
0.022343,0.50826,0.38154,2.0545,1.3602,0,0.031212,0.9675,1.5269,0.49174,0.069109,0.086261,0.073449,0.031212,1654.2,0.22065,1.9675,0.031212,0.020442,88.068,0.8721,0.068465,0.014633,?,0.38376,0.2032,1.8066,1.4868,4.6829,0.32544,0.033254,89.592,4.074,2.9003,0.052783,1.5269,2.802,0.62556,0.034569,0.053094,0.1134,0.044839,173.11,85.04,0.060645,1.0363,91.222,-0.012472,-0.0081682,1.4626,0.36183,0.24546,1.9162,2.4376,18385,0.034569,0.045436,0.97993,0.27213,4.1445,4.2921,86.495,4.2199,5.9499,0
0.22355,0.38538,0.60525,2.6007,293.77,0,0.26927,1.5948,0.9008,0.61462,0.37242,0.71212,0.30426,0.26927,513.23,0.71118,2.5948,0.26927,0.29892,54.818,1.045,0.2953,0.24816,?,0.60499,0.59254,2.8628,36.394,3.7156,0.26946,0.30029,238.15,1.5327,1.5038,0.32127,0.9008,?,0.61462,0.35665,0.37982,0.042805,0.32782,340.26,285.45,1.6524,2.2429,85.208,0.29049,0.32248,2.5517,0.37812,0.65246,36.958,36.958,3144.4,0.35665,0.36372,0.72806,0,6.6583,1.2787,153.21,2.3823,54.166,0
-0.035037,0.55814,0.14715,1.4584,-31.884,-0.073043,-0.038781,0.78038,1.033,0.43557,-0.038781,-0.12082,0.013608,-0.038781,8728.1,0.041819,1.7916,-0.038781,-0.02261,60.981,0.83691,0.014218,-0.020427,-0.082984,0.43557,0.048526,0.085627,0.27666,4.1493,0.32366,-0.02261,70.556,5.1732,0.025474,0.014218,1.7626,0.76553,0.67273,0.0082894,0.016018,0.24037,0.0082894,98.523,37.542,-0.12226,0.56564,62.992,-0.047904,-0.027929,0.83872,0.32098,0.19331,0.81892,1.2648,2075.2,0.031919,-0.08044,0.96808,0.5445,5.9854,9.7225,68.304,5.3437,3.2249,0
-0.056386,0.36989,0.42909,2.16,54.095,0.040521,-0.06259,1.6624,0.99611,0.61489,-0.06259,-0.16921,-0.032713,-0.06259,-3029.3,-0.12049,2.7035,-0.06259,-0.04594,59.761,0.78201,-0.065289,-0.041386,0.012164,0.61489,-0.10372,-0.47735,2.1346,4.7673,0.1215,-0.04594,98.71,3.6977,-0.17651,-0.065289,1.4109,?,0.61489,-0.047921,0.56116,-0.25727,-0.047921,158.44,98.681,-0.25277,1.557,59.529,-0.08331,-0.061148,2.16,0.36989,0.27044,3.059,3.059,25112,-0.0039009,-0.091701,1.0039,0,6.1076,3.6988,99.095,3.6833,6.7778,0
0.077056,0.23937,0.6478,3.7182,120.41,0.27086,0.098811,2.9539,1.1173,0.70706,0.098811,0.41461,0.089702,0.098811,714.92,0.51054,4.1777,0.098811,0.072529,64.99,1.0227,0.096031,0.056561,0.36542,0.70706,0.41966,0.78761,5.6883,4.1811,0.060756,0.072529,71.343,5.1161,0.40119,0.096031,1.4066,615.77,0.70811,0.070489,0.67898,0.065894,0.070489,194.05,129.06,0.31766,2.7003,72.617,0.072636,0.053317,3.702,0.23832,0.19546,6.2087,6.2179,9830.8,0.10502,0.10898,0.89498,0.0014781,5.6162,2.8281,63.85,5.7165,11.963,0
0.0011796,0.49473,0.095762,1.2506,-56.25,-0.41492,0.0030284,1.0213,0.84391,0.50527,0.022254,0.007925,0.050555,0.0030284,4232.5,0.086237,2.0213,0.0030284,0.0035885,90.205,1.0253,0.011465,0.0013978,?,-0.29116,0.0825,0.59637,0.18342,4.9739,0.54975,0.022119,163.45,2.2331,1.7249,-0.0094334,0.84391,7.6303,0.54056,-0.011178,0.11812,0.32272,0.013586,187.17,96.966,0.0056558,0.70482,89.208,-0.02817,-0.033381,0.96596,0.38213,0.44781,0.96775,1.0354,9017.9,-0.011178,0.0023346,0.99656,0.069859,4.0463,3.7642,165.28,2.2084,1.6164,0
0.12635,0.10678,0.41128,4.9421,152.77,0.056013,0.15447,8.3649,0.7775,0.89322,0.15549,1.4806,0.20257,0.15447,247.47,1.4749,9.3649,0.15447,0.19868,64.958,0.95588,0.12572,0.16251,?,0.86378,1.2116,124.15,0.84907,4.23,-0.08271,0.19868,58.935,6.1933,6.051,0.13136,0.7775,?,0.89322,0.16895,1.6399,0.027648,0.16169,161.74,96.778,0.91316,3.6159,78.164,0.12269,0.15781,4.8286,0.10433,0.16146,1.844,1.844,6984.9,0.16895,0.14146,0.80865,0,5.619,3.7715,48.977,7.4524,1.6051,0
0.25548,0.57684,-0.022459,0.95972,-55.295,0.79596,0.25548,0.73359,1.315,0.42316,0.25548,0.45824,0.25011,0.25548,749.26,0.48715,1.7336,0.25548,0.22739,33.955,0.88631,0.27149,0.22739,0.79596,0.42316,0.48715,3.1775,-0.048306,4.2079,0.49543,0.22739,238.17,1.5325,0.47065,0.27149,1.1333,22.285,0.44248,0.24164,0.036831,0.06385,0.24164,167.15,133.2,2.4443,0.77224,44.651,0.24596,0.21892,0.92757,0.55752,0.65252,0.91014,0.95169,-362.47,0.23955,0.60374,0.76045,0.045656,10.75,2.7403,181.12,2.0153,2.4165,0
-0.39087,1.3496,-0.43768,0.67569,-196.71,-0.57941,-0.39087,-0.26624,0.83612,-0.35931,-0.39087,-0.28963,-0.19194,-0.39087,-1399.4,-0.26082,0.74097,-0.39087,-0.21314,145.51,0.67685,-0.38008,-0.21314,-0.57941,-0.35931,-0.26082,-1.7329,-4.9679,3.8494,0.69897,-0.21314,224.59,1.6252,-0.28163,-0.38008,1.8497,?,-0.35931,-0.20726,0.056471,-0.13004,-0.20726,166.33,20.816,-0.53464,0.13397,121.67,-0.41896,-0.22846,0.67569,1.3496,0.61532,-4.0784,-4.0784,-3094.1,-0.196,1.0878,1.196,0,2.5084,17.534,268.61,1.3588,20.815,0
-0.085715,1.0834,0.058915,1.1703,-48.183,0.00068698,-0.085598,-0.076954,0.50088,-0.08337,0.0013516,-0.24738,-0.13177,-0.085598,-5991.1,-0.060924,0.92305,-0.085598,-0.17089,93.474,?,-0.035894,-0.17113,?,-0.085028,-0.061031,-0.41281,0.099006,4.4794,2.0471,-0.067321,232.8,1.5679,0.50077,-0.041636,0.50088,0.3753,0.65382,-0.083124,0.16942,-2.2156,-0.071661,252.36,158.89,-0.66822,0.79956,86.3,-0.055489,-0.11078,0.37378,0.34602,0.63781,-0.1401,1.0987,1776.9,-0.083124,1.0281,1.1574,-8.8424,3.9048,2.2972,252.15,1.4475,0.84173,0
